# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 100000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.003
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0.878,4.91165,-0.913145,255.364,57.8156
0.88,3.94284,-0.898032,5.64107,-126.617
0.882,4.63871,0.127999,-20.5061,38.0731
0.884,4.113,-0.37775,128.612,-35.7474
0.886,5.23198,0.203271,142.434,-148.279
0.888,3.36555,-1.11844,-151.02,186.973
0.89,2.85384,-1.1169,-100.905,87.5875
0.892,4.15353,-1.22311,301.161,-84.2188
0.894,5.00001,-1.14847,146.204,63.6453
0.896,2.50822,-1.79846,376.378,-201.316
0.898,5.01644,-1.38232,-133.042,-50.8958
0.9,3.40614,-3.52945,208.1,103.049
0.902,4.09281,-1.93719,105.312,-35.6172
0.904,4.21659,-1.41897,20.1968,278.817
0.906,5.89114,-1.45585,-218.625,-107.235
0.908,3.9452,-0.957211,-152.697,-26.0318
0.91,4.83812,-2.73333,134.934,42.5993
0.912,3.60693,-2.51001,117.715,-11.4282
0.914,4.3606,-2.65303,26.3003,-7.16536
0.916,2.54198,-1.33513,120.132,83.6605
0.918,3.95387,-1.10234,87.4715,127.745
0.92,3.59551,-1.57082,42.1764,2.1425
0.922,3.15575,-1.65539,116.54,38.0373
0.924,2.70916,-2.0019,31.7072,54.9858
0.926,3.21515,-1.65466,-34.5753,-83.0888
0.928,3.94125,-1.3302,-196.558,-79.7549
0.93,2.4282,-2.40422,-129.441,-5.80225
0.932,4.6883,-2.62227,-114.395,-323.56
0.934,4.61955,-0.330757,-29.3079,-230.218
0.936,4.00544,-2.16011,50.5877,125.947
0.938,2.47544,-1.70474,51.4569,-110.444
0.94,2.74502,-1.67042,32.7384,79.651
0.942,4.3078,-0.532807,-146.547,204.681
0.944,3.24991,-2.09081,-84.4415,-222.68
0.946,4.74744,-0.777257,105.523,-30.0639
0.948,3.91113,-1.36802,186.62,468.218
0.95,3.6576,-2.25292,-125.429,-284.661
0.952,3.71532,-0.850504,28.836,-143.85
0.954,3.47785,-1.63909,-127.021,69.8498
0.956,4.17348,-1.61703,44.7661,303.281
0.958,3.00084,-2.35026,-62.9301,0.674721
0.96,2.46727,-2.27815,-51.8889,-19.9617
0.962,3.22364,-2.01605,22.4448,-71.0189
0.964,2.85545,-1.73866,-31.2306,-114.514
0.966,2.77974,-1.71481,203.756,39.3028
0.968,3.28172,-0.77002,40.4433,-26.3811
0.97,2.99741,-0.955015,-16.6555,169.611
0.972,2.94948,-1.50814,-24.7641,235.811
0.974,1.9128,-1.02882,119.636,-61.854
0.976,3.21718,-0.64733,149.832,198.361
0.978,3.26103,-2.28527,-102.238,-57.501
0.98,2.91958,-1.69131,-239.204,59.5406
0.982,2.46585,-0.346684,10.5277,139.894
0.984,2.9148,-2.39602,-222.897,4.98032
0.986,2.84698,-1.63149,-102.339,17.2127
0.988,3.60183,-0.65311,-18.4628,32.6417
0.99,2.68263,-1.13717,-412.11,-87.8266
0.992,2.61761,-0.905489,-14.6328,-5.47156
0.994,3.0161,-1.21183,22.1381,-58.2883
0.996,2.56548,-1.6852,159.985,32.7799
0.998,3.23316,-1.30147,-38.5765,-1.009
1,2.54086,-1.26944,49.1355,201.346
1.002,2.20849,-1.7313,1.43123,88.772
1.004,2.4447,-1.58626,38.6767,-6.96911
1.006,1.46904,-2.28908,-47.1876,106.293
1.008,2.35234,-0.231227,-46.1442,40.8676
1.01,2.22314,-0.227059,-34.4665,53.4076
1.012,2.73845,-1.0853,342.689,166.184
1.014,2.95612,0.104284,93.3735,-60.1333
1.016,2.57946,-0.344112,-0.0852918,299.825
1.018,2.87964,-1.01353,-223.664,-266.991
1.02,2.03854,-0.917772,22.977,-70.3604
1.022,3.00684,-1.01969,155.354,63.2214
1.024,3.74471,-0.0389919,32.0441,-85.6166
1.026,2.68734,0.498063,-23.9986,77.5942
1.028,2.90003,-1.00656,-46.687,80.2535
1.03,2.86564,-0.537697,-53.8865,-0.239589
1.032,2.85951,-0.569474,-202.241,137.286
1.034,2.48877,-1.44251,-104.171,267.27
1.036,2.6611,-1.71173,200.854,-159.141
1.038,2.58254,-1.61176,-134.925,56.7465
1.04,2.76226,-0.954561,-32.9139,100.621
1.042,3.20826,-1.31597,-184.099,-83.69
1.044,3.30861,-1.00734,107.374,-141.839
1.046,2.42613,-1.13137,-234.929,-167.916
