# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 1000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.003
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0.606,2.11301,-0.931429,0.00138767,-0.00188343
0.608,2.09694,-0.91466,0.000885372,-0.00140692
0.61,2.08383,-0.915048,0.00138688,-0.00211512
0.612,2.0793,-0.903464,-0.000745185,-0.00358206
0.614,2.07628,-0.888402,0.00294234,-0.000454433
0.616,2.06181,-0.875997,0.00462914,0.000129518
0.618,2.06289,-0.861172,0.00278207,-0.00183057
0.62,2.05727,-0.856462,0.00198911,-0.00523185
0.622,2.04597,-0.844246,0.000746599,-0.00111253
0.624,2.03758,-0.827194,0.00352666,-3.20485e-05
0.626,2.03855,-0.829377,0.00238364,-0.0044486
0.628,2.02744,-0.817509,7.34816e-05,-0.00243157
0.63,2.02798,-0.801427,0.000274419,-0.00184503
0.632,2.01483,-0.798567,0.0024373,0.000578653
0.634,2.01664,-0.78697,0.00134792,-0.000201524
0.636,2.01754,-0.778181,0.00106348,-6.64816e-06
0.638,2.01515,-0.769342,0.00293283,-0.00347483
0.64,2.01149,-0.765669,0.00385645,-0.00329544
0.642,2.0139,-0.735104,0.00432542,-0.00136652
0.644,2.00214,-0.736282,0.000995212,0.0018168
0.646,2.00388,-0.731528,0.00152255,-0.00153763
0.648,1.98904,-0.727366,0.000741652,0.00236839
0.65,1.99446,-0.71342,-0.000472431,-0.000118899
0.652,1.99646,-0.704485,0.00350744,-0.00365992
0.654,1.99448,-0.69994,0.00221205,-0.00202914
0.656,1.98689,-0.688748,0.00196095,-0.000667666
0.658,1.9764,-0.683349,0.00143075,0.000625202
0.66,1.98056,-0.677579,0.00199164,-0.000153649
0.662,1.98301,-0.670776,-0.00151156,0.00348535
0.664,1.98198,-0.659043,0.00352043,0.000829331
0.666,1.97929,-0.656818,0.000791884,-0.000483588
0.668,1.98038,-0.654097,-0.00162697,-0.00323666
0.67,1.97553,-0.638967,0.00102187,-0.00259218
0.672,1.98108,-0.635179,0.0034586,-0.000331365
0.674,1.98705,-0.626205,0.000920648,-0.000525166
0.676,1.9698,-0.623105,0.00230172,-0.00315344
0.678,1.97842,-0.611279,0.00764813,0.00357077
0.68,1.97817,-0.610359,0.00389973,0.000515594
0.682,1.97914,-0.598689,0.000376213,0.00224081
0.684,1.97166,-0.595797,0.00049688,0.00171734
0.686,1.97608,-0.591811,0.00261559,-0.00219284
0.688,1.97327,-0.574914,0.00158489,0.00209751
0.69,1.97304,-0.567115,0.00229215,0.00128608
0.692,1.98238,-0.565168,0.00139108,0.00173115
0.694,1.97967,-0.562537,0.00091846,-0.000562047
0.696,1.97165,-0.554926,0.00279545,0.000470423
0.698,1.98151,-0.547955,-0.000799959,0.00189272
0.7,1.97974,-0.549179,0.0016167,-0.00161293
0.702,1.97595,-0.531071,0.0071657,0.00112257
0.704,1.98365,-0.534575,0.00209333,0.000960209
0.706,1.9847,-0.522694,0.00515626,-0.000398401
0.708,1.98993,-0.520483,0.00255319,0.00070775
