# FiringRateSimulation
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.02
# f_low = 0
# f_high = 50
#
# Data format:
# Time, Firing rate
#
11.9,0.480096
11.91,0.560112
11.92,0.630126
11.93,0.510102
11.94,0.55011
11.95,0.540108
11.96,0.680136
11.97,0.470094
11.98,0.60012
11.99,0.440088
12,0.480096
12.01,0.460092
12.02,0.560112
12.03,0.510102
12.04,0.470094
12.05,0.570114
12.06,0.480096
12.07,0.390078
12.08,0.430086
12.09,0.470094
12.1,0.390078
12.11,0.580116
12.12,0.640128
12.13,0.540108
12.14,0.490098
12.15,0.5001
12.16,0.5001
12.17,0.480096
12.18,0.45009
12.19,0.440088
12.2,0.480096
12.21,0.440088
12.22,0.510102
12.23,0.480096
12.24,0.530106
12.25,0.420084
12.26,0.40008
12.27,0.410082
12.28,0.360072
12.29,0.430086
12.3,0.370074
12.31,0.380076
12.32,0.45009
12.33,0.360072
12.34,0.410082
12.35,0.420084
12.36,0.410082
12.37,0.360072
12.38,0.370074
12.39,0.370074
12.4,0.330066
12.41,0.40008
12.42,0.280056
12.43,0.380076
12.44,0.220044
12.45,0.280056
12.46,0.370074
12.47,0.240048
12.48,0.310062
12.49,0.35007
12.5,0.420084
12.51,0.370074
12.52,0.30006
12.53,0.45009
12.54,0.320064
12.55,0.380076
12.56,0.490098
12.57,0.290058
12.58,0.330066
12.59,0.280056
12.6,0.35007
12.61,0.290058
12.62,0.390078
12.63,0.370074
12.64,0.180036
12.65,0.45009
12.66,0.290058
12.67,0.280056
12.68,0.360072
12.69,0.260052
12.7,0.280056
12.71,0.180036
12.72,0.15003
12.73,0.20004
12.74,0.210042
12.75,0.280056
12.76,0.240048
12.77,0.190038
12.78,0.240048
12.79,0.270054
12.8,0.30006
12.81,0.210042
12.82,0.25005
12.83,0.310062
12.84,0.280056
12.85,0.220044
12.86,0.260052
12.87,0.290058
12.88,0.290058
12.89,0.20004
12.9,0.240048
12.91,0.260052
12.92,0.220044
12.93,0.240048
12.94,0.220044
12.95,0.260052
12.96,0.230046
12.97,0.220044
12.98,0.25005
12.99,0.210042
13,0.190038
13.01,0.230046
13.02,0.230046
13.03,0.290058
13.04,0.270054
13.05,0.220044
13.06,0.240048
13.07,0.320064
13.08,0.210042
13.09,0.260052
13.1,0.260052
13.11,0.190038
13.12,0.330066
13.13,0.370074
13.14,0.30006
13.15,0.30006
13.16,0.310062
13.17,0.290058
13.18,0.230046
13.19,0.340068
13.2,0.35007
13.21,0.30006
13.22,0.35007
13.23,0.270054
13.24,0.270054
13.25,0.35007
13.26,0.40008
13.27,0.340068
13.28,0.280056
13.29,0.210042
13.3,0.410082
13.31,0.330066
13.32,0.30006
13.33,0.380076
13.34,0.430086
13.35,0.35007
13.36,0.5001
13.37,0.440088
13.38,0.340068
13.39,0.440088
13.4,0.270054
13.41,0.420084
13.42,0.280056
13.43,0.370074
13.44,0.360072
13.45,0.520104
13.46,0.430086
13.47,0.370074
13.48,0.220044
13.49,0.30006
13.5,0.45009
13.51,0.470094
13.52,0.540108
13.53,0.460092
13.54,0.420084
13.55,0.470094
13.56,0.510102
13.57,0.490098
13.58,0.470094
13.59,0.340068
13.6,0.5001
13.61,0.540108
13.62,0.530106
13.63,0.5001
13.64,0.470094
13.65,0.470094
13.66,0.60012
13.67,0.530106
13.68,0.430086
13.69,0.60012
13.7,0.480096
13.71,0.580116
13.72,0.410082
13.73,0.440088
13.74,0.510102
13.75,0.460092
13.76,0.560112
13.77,0.540108
13.78,0.55011
13.79,0.460092
13.8,0.570114
13.81,0.440088
13.82,0.510102
13.83,0.520104
13.84,0.610122
13.85,0.490098
13.86,0.520104
13.87,0.620124
13.88,0.520104
13.89,0.460092
13.9,0.440088
13.91,0.70014
13.92,0.510102
13.93,0.530106
13.94,0.630126
13.95,0.560112
13.96,0.630126
13.97,0.560112
13.98,0.590118
13.99,0.530106
14,0.620124
14.01,0.590118
14.02,0.470094
14.03,0.710142
14.04,0.580116
14.05,0.530106
14.06,0.680136
14.07,0.570114
14.08,0.540108
14.09,0.610122
14.1,0.660132
14.11,0.580116
14.12,0.690138
14.13,0.540108
14.14,0.490098
14.15,0.710142
14.16,0.580116
14.17,0.560112
14.18,0.680136
14.19,0.70014
14.2,0.570114
14.21,0.60012
14.22,0.570114
14.23,0.520104
14.24,0.730146
14.25,0.730146
14.26,0.55011
14.27,0.570114
14.28,0.690138
14.29,0.560112
14.3,0.760152
14.31,0.5001
14.32,0.470094
14.33,0.610122
14.34,0.470094
14.35,0.60012
14.36,0.55011
14.37,0.570114
14.38,0.5001
14.39,0.510102
14.4,0.460092
14.41,0.610122
14.42,0.55011
14.43,0.5001
14.44,0.430086
14.45,0.470094
14.46,0.490098
14.47,0.430086
14.48,0.45009
14.49,0.530106
14.5,0.480096
14.51,0.560112
14.52,0.440088
14.53,0.390078
14.54,0.370074
14.55,0.330066
14.56,0.490098
14.57,0.410082
14.58,0.480096
14.59,0.330066
14.6,0.35007
14.61,0.540108
14.62,0.560112
14.63,0.40008
