# SusceptibilitySimulation
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 1000
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 1
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Susceptibility), Im(Susceptibility)
#
0.674,6.2182e-05,0.000146518
0.675,-3.3672e-06,-5.13533e-05
0.676,3.02406e-05,1.36461e-05
0.677,-4.30428e-05,7.10159e-05
0.678,5.44295e-05,-1.19666e-06
0.679,0.000105733,6.51888e-05
0.68,-5.13948e-06,-6.45973e-06
0.681,9.99637e-06,9.54309e-05
0.682,-2.40689e-05,-8.01744e-07
0.683,-7.48165e-06,-6.8911e-05
0.684,-2.93699e-05,2.87422e-05
0.685,3.49828e-05,3.16292e-05
0.686,7.93842e-05,6.71584e-05
0.687,-7.53632e-06,4.65511e-05
0.688,-6.88107e-06,8.11264e-05
0.689,-1.7915e-05,1.90286e-05
0.69,-4.10729e-05,1.3331e-05
0.691,-4.42852e-05,2.13194e-05
0.692,-5.20575e-05,6.56767e-05
